api_version,kind,status,name,name_hash,signature,source_owner,compatibility
88.3,Function,+,compress_stream_decoder_alloc,0x30faee7b,"CompressStreamDecoder* compress_stream_decoder_alloc(CompressType, const void*, CompressIoCallback, void*)",lib/toolbox/compress.h,supported
88.3,Function,+,compress_stream_decoder_free,0x37cc6192,void compress_stream_decoder_free(CompressStreamDecoder*),lib/toolbox/compress.h,supported
88.3,Function,+,compress_stream_decoder_read,0x37d2be4c,"_Bool compress_stream_decoder_read(CompressStreamDecoder*, uint8_t*, size_t)",lib/toolbox/compress.h,supported
88.3,Function,+,compress_stream_decoder_rewind,0x7787b579,_Bool compress_stream_decoder_rewind(CompressStreamDecoder*),lib/toolbox/compress.h,supported
88.3,Function,+,compress_stream_decoder_seek,0x37d34b38,"_Bool compress_stream_decoder_seek(CompressStreamDecoder*, size_t)",lib/toolbox/compress.h,supported
88.3,Function,+,compress_stream_decoder_tell,0x37d3d881,size_t compress_stream_decoder_tell(CompressStreamDecoder*),lib/toolbox/compress.h,supported
88.3,Function,-,copysign,0x47b92c11,"double copysign(double, double)",@sdk/toolchain-or-transitive-runtime,disabled
88.3,Function,-,copysignf,0x3edeae97,"float copysignf(float, float)",@sdk/toolchain-or-transitive-runtime,disabled
88.3,Function,-,copysignl,0x3edeae9d,"long double copysignl(long double, long double)",@sdk/toolchain-or-transitive-runtime,disabled
88.3,Function,-,cos,0x0b8866ca,double cos(double),@sdk/toolchain-or-transitive-runtime,disabled
88.3,Function,-,cosf,0x7c954070,float cosf(float),@sdk/toolchain-or-transitive-runtime,disabled
88.3,Function,-,cosh,0x7c954072,double cosh(double),@sdk/toolchain-or-transitive-runtime,disabled
88.3,Function,-,coshf,0x0f3d4f18,float coshf(float),@sdk/toolchain-or-transitive-runtime,disabled
88.3,Function,-,coshl,0x0f3d4f1e,long double coshl(long double),@sdk/toolchain-or-transitive-runtime,disabled
88.3,Function,-,cosl,0x7c954076,long double cosl(long double),@sdk/toolchain-or-transitive-runtime,disabled
88.3,Function,+,crc32_calc_buffer,0x6938226d,"uint32_t crc32_calc_buffer(uint32_t, const void*, size_t)",lib/toolbox/crc32_calc.h,supported
88.3,Function,+,crc32_calc_file,0x17245eb3,"uint32_t crc32_calc_file(File*, const FileCrcProgressCb, void*)",lib/toolbox/crc32_calc.h,supported
88.3,Function,+,crypto1_alloc,0x92135401,Crypto1* crypto1_alloc(),lib/nfc/helpers/crypto1.h,supported
88.3,Function,+,crypto1_bit,0x9e93a975,"uint8_t crypto1_bit(Crypto1*, uint8_t, int)",lib/nfc/helpers/crypto1.h,supported
88.3,Function,+,crypto1_byte,0x71091c8a,"uint8_t crypto1_byte(Crypto1*, uint8_t, int)",lib/nfc/helpers/crypto1.h,supported
88.3,Function,+,crypto1_decrypt,0x3a322731,"void crypto1_decrypt(Crypto1*, const BitBuffer*, BitBuffer*)",lib/nfc/helpers/crypto1.h,supported
88.3,Function,+,crypto1_decrypt_nt_enc,0x67d6f587,"uint32_t crypto1_decrypt_nt_enc(uint32_t, uint32_t, MfClassicKey)",lib/nfc/helpers/crypto1.h,supported
88.3,Function,+,crypto1_encrypt,0x9c2ad19b,"void crypto1_encrypt(Crypto1*, uint8_t*, const BitBuffer*, BitBuffer*)",lib/nfc/helpers/crypto1.h,supported
88.3,Function,+,crypto1_encrypt_reader_nonce,0x29357b1f,"void crypto1_encrypt_reader_nonce(Crypto1*, uint64_t, uint32_t, uint8_t*, uint8_t*, BitBuffer*, _Bool)",lib/nfc/helpers/crypto1.h,supported
88.3,Function,+,crypto1_free,0x710b2e58,void crypto1_free(Crypto1*),lib/nfc/helpers/crypto1.h,supported
88.3,Function,+,crypto1_init,0x710cc30a,"void crypto1_init(Crypto1*, uint64_t)",lib/nfc/helpers/crypto1.h,supported
88.3,Function,+,crypto1_is_weak_prng_nonce,0xda8e3ba1,_Bool crypto1_is_weak_prng_nonce(uint32_t),lib/nfc/helpers/crypto1.h,supported
88.3,Function,+,crypto1_lfsr_rollback_word,0xee93b491,"uint32_t crypto1_lfsr_rollback_word(Crypto1*, uint32_t, int)",lib/nfc/helpers/crypto1.h,supported
88.3,Function,+,crypto1_nonce_matches_encrypted_parity_bits,0x78a665a3,"_Bool crypto1_nonce_matches_encrypted_parity_bits(uint32_t, uint32_t, uint8_t)",lib/nfc/helpers/crypto1.h,supported
88.3,Function,+,crypto1_prng_successor,0x9006c066,"uint32_t crypto1_prng_successor(uint32_t, uint32_t)",lib/nfc/helpers/crypto1.h,supported
88.3,Function,+,crypto1_reset,0x93433a79,void crypto1_reset(Crypto1*),lib/nfc/helpers/crypto1.h,supported
88.3,Function,+,crypto1_word,0x711475b2,"uint32_t crypto1_word(Crypto1*, uint32_t, int)",lib/nfc/helpers/crypto1.h,supported
88.3,Function,-,ctermid,0xde7f90ad,char* ctermid(char*),@sdk/toolchain-or-transitive-runtime,disabled
88.3,Function,-,cuserid,0xe1cb04b4,char* cuserid(char*),@sdk/toolchain-or-transitive-runtime,disabled
88.3,Function,+,date_time_input_alloc,0x4faa46ea,DateTimeInput* date_time_input_alloc(),applications/services/gui/modules/date_time_input.h,supported
88.3,Function,+,date_time_input_free,0xfaaae821,void date_time_input_free(DateTimeInput*),applications/services/gui/modules/date_time_input.h,supported
88.3,Function,+,date_time_input_get_view,0xce941ef9,View* date_time_input_get_view(DateTimeInput*),applications/services/gui/modules/date_time_input.h,supported
88.3,Function,+,date_time_input_set_editable_fields,0x15af897a,"void date_time_input_set_editable_fields(DateTimeInput*, _Bool, _Bool, _Bool, _Bool, _Bool, _Bool)",applications/services/gui/modules/date_time_input.h,supported
88.3,Function,+,date_time_input_set_result_callback,0xcf468c55,"void date_time_input_set_result_callback(DateTimeInput*, DateTimeChangedCallback, DateTimeDoneCallback, void*, DateTime*)",applications/services/gui/modules/date_time_input.h,supported
88.3,Function,+,datetime_datetime_to_timestamp,0xa07e96f3,uint32_t datetime_datetime_to_timestamp(DateTime*),lib/datetime/datetime.h,supported
88.3,Function,+,datetime_get_days_per_month,0xd51eed4c,"uint8_t datetime_get_days_per_month(_Bool, uint8_t)",lib/datetime/datetime.h,supported
88.3,Function,+,datetime_get_days_per_year,0x3cc948b7,uint16_t datetime_get_days_per_year(uint16_t),lib/datetime/datetime.h,supported
88.3,Function,+,datetime_is_leap_year,0x698e095e,_Bool datetime_is_leap_year(uint16_t),lib/datetime/datetime.h,supported
88.3,Function,+,datetime_timestamp_to_datetime,0xda3ec7b3,"void datetime_timestamp_to_datetime(uint32_t, DateTime*)",lib/datetime/datetime.h,supported
88.3,Function,+,datetime_validate_datetime,0xc7b192c7,_Bool datetime_validate_datetime(DateTime*),lib/datetime/datetime.h,supported
88.3,Function,+,dialog_ex_alloc,0x45aa855b,DialogEx* dialog_ex_alloc(),applications/services/gui/modules/dialog_ex.h,supported
88.3,Function,+,dialog_ex_disable_extended_events,0x25138de8,void dialog_ex_disable_extended_events(DialogEx*),applications/services/gui/modules/dialog_ex.h,supported
88.3,Function,+,dialog_ex_enable_extended_events,0x51288d7b,void dialog_ex_enable_extended_events(DialogEx*),applications/services/gui/modules/dialog_ex.h,supported
88.3,Function,+,dialog_ex_free,0x57749c72,void dialog_ex_free(DialogEx*),applications/services/gui/modules/dialog_ex.h,supported
88.3,Function,+,dialog_ex_get_view,0x26d193ca,View* dialog_ex_get_view(DialogEx*),applications/services/gui/modules/dialog_ex.h,supported
88.3,Function,+,dialog_ex_reset,0x46da6bd3,void dialog_ex_reset(DialogEx*),applications/services/gui/modules/dialog_ex.h,supported
88.3,Function,+,dialog_ex_set_center_button_text,0x0f95269b,"void dialog_ex_set_center_button_text(DialogEx*, const char*)",applications/services/gui/modules/dialog_ex.h,supported
88.3,Function,+,dialog_ex_set_context,0xeaa35d00,"void dialog_ex_set_context(DialogEx*, void*)",applications/services/gui/modules/dialog_ex.h,supported
88.3,Function,+,dialog_ex_set_header,0x31116c24,"void dialog_ex_set_header(DialogEx*, const char*, uint8_t, uint8_t, Align, Align)",applications/services/gui/modules/dialog_ex.h,supported
88.3,Function,+,dialog_ex_set_icon,0x39e05524,"void dialog_ex_set_icon(DialogEx*, uint8_t, uint8_t, const Icon*)",applications/services/gui/modules/dialog_ex.h,supported
88.3,Function,+,dialog_ex_set_left_button_text,0x4274f145,"void dialog_ex_set_left_button_text(DialogEx*, const char*)",applications/services/gui/modules/dialog_ex.h,supported
88.3,Function,+,dialog_ex_set_result_callback,0xa462bc86,"void dialog_ex_set_result_callback(DialogEx*, DialogExResultCallback)",applications/services/gui/modules/dialog_ex.h,supported
88.3,Function,+,dialog_ex_set_right_button_text,0x292f3238,"void dialog_ex_set_right_button_text(DialogEx*, const char*)",applications/services/gui/modules/dialog_ex.h,supported
88.3,Function,+,dialog_ex_set_text,0x39e66700,"void dialog_ex_set_text(DialogEx*, const char*, uint8_t, uint8_t, Align, Align)",applications/services/gui/modules/dialog_ex.h,supported
88.3,Function,+,dialog_file_browser_set_basic_options,0xed39c32e,"void dialog_file_browser_set_basic_options(DialogsFileBrowserOptions*, const char*, const Icon*)",applications/services/dialogs/dialogs.h,supported
88.3,Function,+,dialog_file_browser_show,0xcbb8d3d7,"_Bool dialog_file_browser_show(DialogsApp*, FuriString*, FuriString*, const DialogsFileBrowserOptions*)",applications/services/dialogs/dialogs.h,supported
88.3,Function,+,dialog_message_alloc,0x5c8b27e3,DialogMessage* dialog_message_alloc(),applications/services/dialogs/dialogs.h,supported
88.3,Function,+,dialog_message_free,0xdc070dfa,void dialog_message_free(DialogMessage*),applications/services/dialogs/dialogs.h,supported
88.3,Function,+,dialog_message_set_buttons,0xaa5738d2,"void dialog_message_set_buttons(DialogMessage*, const char*, const char*, const char*)",applications/services/dialogs/dialogs.h,supported
88.3,Function,+,dialog_message_set_header,0xb4e4e3ac,"void dialog_message_set_header(DialogMessage*, const char*, uint8_t, uint8_t, Align, Align)",applications/services/dialogs/dialogs.h,supported
88.3,Function,+,dialog_message_set_icon,0xbde04aac,"void dialog_message_set_icon(DialogMessage*, const Icon*, uint8_t, uint8_t)",applications/services/dialogs/dialogs.h,supported
88.3,Function,+,dialog_message_set_text,0xbde65c88,"void dialog_message_set_text(DialogMessage*, const char*, uint8_t, uint8_t, Align, Align)",applications/services/dialogs/dialogs.h,supported
88.3,Function,+,dialog_message_show,0xdc0e05b9,"DialogMessageButton dialog_message_show(DialogsApp*, const DialogMessage*)",applications/services/dialogs/dialogs.h,supported
88.3,Function,+,dialog_message_show_storage_error,0x2860ea96,"void dialog_message_show_storage_error(DialogsApp*, const char*)",applications/services/dialogs/dialogs.h,supported
88.3,Function,+,digital_sequence_add_signal,0xa3049100,"void digital_sequence_add_signal(DigitalSequence*, uint8_t)",lib/digital_signal/digital_sequence.h,supported
88.3,Function,-,digital_sequence_alloc,0x0e367a25,"DigitalSequence* digital_sequence_alloc(uint32_t, const GpioPin*)",lib/digital_signal/digital_sequence.h,disabled
88.3,Function,-,digital_sequence_clear,0x0e5a8ba1,void digital_sequence_clear(DigitalSequence*),lib/digital_signal/digital_sequence.h,disabled
88.3,Function,-,digital_sequence_free,0x7c901ffc,void digital_sequence_free(DigitalSequence*),lib/digital_signal/digital_sequence.h,disabled
88.3,Function,+,digital_sequence_register_signal,0xbead305c,"void digital_sequence_register_signal(DigitalSequence*, uint8_t, const DigitalSignal*)",lib/digital_signal/digital_sequence.h,supported
88.3,Function,+,digital_sequence_transmit,0x6a80898c,void digital_sequence_transmit(DigitalSequence*),lib/digital_signal/digital_sequence.h,supported
88.3,Function,+,digital_signal_add_period,0xc4e196aa,"void digital_signal_add_period(DigitalSignal*, uint32_t)",lib/digital_signal/digital_signal.h,supported
88.3,Function,+,digital_signal_add_period_with_level,0xcee1df7c,"void digital_signal_add_period_with_level(DigitalSignal*, uint32_t, _Bool)",lib/digital_signal/digital_signal.h,supported
88.3,Function,-,digital_signal_alloc,0x0fbf83ea,DigitalSignal* digital_signal_alloc(uint32_t),lib/digital_signal/digital_signal.h,disabled
88.3,Function,-,digital_signal_free,0x3e8c8521,void digital_signal_free(DigitalSignal*),lib/digital_signal/digital_signal.h,disabled
88.3,Function,+,digital_signal_get_size,0x33fa9979,uint32_t digital_signal_get_size(const DigitalSignal*),lib/digital_signal/digital_signal.h,supported
88.3,Function,+,digital_signal_get_start_level,0x4c907163,_Bool digital_signal_get_start_level(const DigitalSignal*),lib/digital_signal/digital_signal.h,supported
88.3,Function,+,digital_signal_set_start_level,0xf3e9966f,"void digital_signal_set_start_level(DigitalSignal*, _Bool)",lib/digital_signal/digital_signal.h,supported
88.3,Function,-,diprintf,0x65998405,"int diprintf(int, const char*, ...)",@sdk/toolchain-or-transitive-runtime,disabled
88.3,Function,+,dir_walk_alloc,0xca5e25dc,DirWalk* dir_walk_alloc(Storage*),lib/toolbox/dir_walk.h,supported
88.3,Function,+,dir_walk_close,0xca826427,void dir_walk_close(DirWalk*),lib/toolbox/dir_walk.h,supported
88.3,Function,+,dir_walk_free,0x8a05b0d3,void dir_walk_free(DirWalk*),lib/toolbox/dir_walk.h,supported
88.3,Function,+,dir_walk_get_error,0xfe778b9a,FS_Error dir_walk_get_error(DirWalk*),lib/toolbox/dir_walk.h,supported
88.3,Function,+,dir_walk_open,0x8a0a97c3,"_Bool dir_walk_open(DirWalk*, const char*)",lib/toolbox/dir_walk.h,supported
88.3,Function,+,dir_walk_read,0x8a0c0d8d,"DirWalkResult dir_walk_read(DirWalk*, FuriString*, FileInfo*)",lib/toolbox/dir_walk.h,supported
88.3,Function,+,dir_walk_set_filter_cb,0x5be97446,"void dir_walk_set_filter_cb(DirWalk*, DirWalkFilterCb, void*)",lib/toolbox/dir_walk.h,supported
88.3,Function,+,dir_walk_set_recursive,0x6f2c6a94,"void dir_walk_set_recursive(DirWalk*, _Bool)",lib/toolbox/dir_walk.h,supported
88.3,Function,-,div,0x0b886a48,"div_t div(int, int)",targets/f7/furi_hal/furi_hal_clock.h,disabled
88.3,Function,+,dolphin_deed,0x8ab50484,void dolphin_deed(DolphinDeed),applications/services/dolphin/dolphin.h,supported
88.3,Function,+,dolphin_deed_get_app,0x0ac19f23,DolphinApp dolphin_deed_get_app(DolphinDeed),@sdk/toolchain-or-transitive-runtime,supported
88.3,Function,+,dolphin_deed_get_app_limit,0x2eeb0901,uint8_t dolphin_deed_get_app_limit(DolphinApp),@sdk/toolchain-or-transitive-runtime,supported
88.3,Function,+,dolphin_deed_get_weight,0x28eccdea,uint8_t dolphin_deed_get_weight(DolphinDeed),@sdk/toolchain-or-transitive-runtime,supported
88.3,Function,+,dolphin_flush,0xe17de314,void dolphin_flush(Dolphin*),applications/services/dolphin/dolphin.h,supported
88.3,Function,+,dolphin_get_pubsub,0x09460382,FuriPubSub* dolphin_get_pubsub(Dolphin*),applications/services/dolphin/dolphin.h,supported
88.3,Function,+,dolphin_get_settings,0x91ff3ea2,"void dolphin_get_settings(Dolphin*, DolphinSettings*)",applications/services/dolphin/dolphin.h,supported
88.3,Function,+,dolphin_set_settings,0xdd679f2e,"void dolphin_set_settings(Dolphin*, DolphinSettings*)",applications/services/dolphin/dolphin.h,supported
88.3,Function,+,dolphin_stats,0xe26d2fc1,DolphinStats dolphin_stats(Dolphin*),applications/services/dolphin/dolphin.h,supported
88.3,Function,+,dolphin_upgrade_level,0xfa2c1951,void dolphin_upgrade_level(Dolphin*),applications/services/dolphin/dolphin.h,supported
88.3,Function,-,dprintf,0x230b7fbc,"int dprintf(int, const char*, ...)",@sdk/toolchain-or-transitive-runtime,disabled
88.3,Function,-,drand48,0x2684bb5a,double drand48(),@sdk/toolchain-or-transitive-runtime,disabled
88.3,Function,-,drem,0x7c95d7cd,"double drem(double, double)",@sdk/toolchain-or-transitive-runtime,disabled
88.3,Function,-,dremf,0x0f50d1d3,"float dremf(float, float)",@sdk/toolchain-or-transitive-runtime,disabled
88.3,Function,+,elements_bold_rounded_frame,0xe860249c,"void elements_bold_rounded_frame(Canvas*, int32_t, int32_t, size_t, size_t)",applications/services/gui/elements.h,supported
88.3,Function,+,elements_bubble,0xed8fbe8d,"void elements_bubble(Canvas*, int32_t, int32_t, size_t, size_t)",applications/services/gui/elements.h,supported
88.3,Function,+,elements_bubble_str,0x956c4da5,"void elements_bubble_str(Canvas*, int32_t, int32_t, const char*, Align, Align)",applications/services/gui/elements.h,supported
88.3,Function,+,elements_button_center,0x0726391d,"void elements_button_center(Canvas*, const char*)",applications/services/gui/elements.h,supported
88.3,Function,+,elements_button_down,0x0c3bc234,"void elements_button_down(Canvas*, const char*)",applications/services/gui/elements.h,supported
88.3,Function,+,elements_button_left,0x0c3ff887,"void elements_button_left(Canvas*, const char*)",applications/services/gui/elements.h,supported
88.3,Function,+,elements_button_right,0x94add11a,"void elements_button_right(Canvas*, const char*)",applications/services/gui/elements.h,supported
88.3,Function,+,elements_button_up,0x337e4ce1,"void elements_button_up(Canvas*, const char*)",applications/services/gui/elements.h,supported
88.3,Function,+,elements_frame,0x2e43532c,"void elements_frame(Canvas*, int32_t, int32_t, size_t, size_t)",applications/services/gui/elements.h,supported
88.3,Function,+,elements_multiline_text,0x77202198,"void elements_multiline_text(Canvas*, int32_t, int32_t, const char*)",applications/services/gui/elements.h,supported
88.3,Function,+,elements_multiline_text_aligned,0xa666cb6b,"void elements_multiline_text_aligned(Canvas*, int32_t, int32_t, Align, Align, const char*)",applications/services/gui/elements.h,supported
88.3,Function,+,elements_multiline_text_framed,0x7db819a6,"void elements_multiline_text_framed(Canvas*, int32_t, int32_t, const char*)",applications/services/gui/elements.h,supported
88.3,Function,+,elements_progress_bar,0xf20d48ea,"void elements_progress_bar(Canvas*, int32_t, int32_t, size_t, float)",applications/services/gui/elements.h,supported
88.3,Function,+,elements_progress_bar_with_text,0x07be22a9,"void elements_progress_bar_with_text(Canvas*, int32_t, int32_t, size_t, float, const char*)",applications/services/gui/elements.h,supported
88.3,Function,+,elements_scrollable_text_line,0x9d56a06f,"void elements_scrollable_text_line(Canvas*, int32_t, int32_t, size_t, FuriString*, size_t, _Bool)",applications/services/gui/elements.h,supported
88.3,Function,+,elements_scrollbar,0xad4b3965,"void elements_scrollbar(Canvas*, size_t, size_t)",applications/services/gui/elements.h,supported
88.3,Function,+,elements_scrollbar_pos,0x69996716,"void elements_scrollbar_pos(Canvas*, int32_t, int32_t, size_t, size_t, size_t)",applications/services/gui/elements.h,supported
88.3,Function,+,elements_slightly_rounded_box,0x9cb9b169,"void elements_slightly_rounded_box(Canvas*, int32_t, int32_t, size_t, size_t)",applications/services/gui/elements.h,supported
88.3,Function,+,elements_slightly_rounded_frame,0xb235636b,"void elements_slightly_rounded_frame(Canvas*, int32_t, int32_t, size_t, size_t)",applications/services/gui/elements.h,supported
88.3,Function,+,elements_string_fit_width,0xbf85a879,"void elements_string_fit_width(Canvas*, FuriString*, size_t)",applications/services/gui/elements.h,supported
88.3,Function,+,elements_text_box,0x9206d98e,"void elements_text_box(Canvas*, int32_t, int32_t, size_t, size_t, Align, Align, const char*, _Bool)",applications/services/gui/elements.h,supported
88.3,Function,+,elf_resolve_from_hashtable,0x16464ad9,"_Bool elf_resolve_from_hashtable(const ElfApiInterface*, uint32_t, Elf32_Addr*)",lib/flipper_application/api_hashtable/api_hashtable.h,supported
88.3,Function,+,elf_symbolname_hash,0x2bd6c4d5,uint32_t elf_symbolname_hash(const char*),lib/flipper_application/api_hashtable/api_hashtable.h,supported
88.3,Function,+,em4305_write,0x9a7a0d6d,void em4305_write(LFRFIDEM4305*),@sdk/toolchain-or-transitive-runtime,supported
88.3,Function,+,empty_screen_alloc,0x1d91dfbd,EmptyScreen* empty_screen_alloc(),applications/services/gui/modules/empty_screen.h,supported
88.3,Function,+,empty_screen_free,0x84c93294,void empty_screen_free(EmptyScreen*),applications/services/gui/modules/empty_screen.h,supported
88.3,Function,+,empty_screen_get_view,0x7ae86aec,View* empty_screen_get_view(EmptyScreen*),applications/services/gui/modules/empty_screen.h,supported
88.3,Function,-,erand48,0x737ef81b,double erand48(unsigned short[3]),@sdk/toolchain-or-transitive-runtime,disabled
88.3,Function,-,erf,0x0b886fa2,double erf(double),@sdk/toolchain-or-transitive-runtime,disabled
88.3,Function,-,erfc,0x7c966445,double erfc(double),@sdk/toolchain-or-transitive-runtime,disabled
88.3,Function,-,erfcf,0x0f62ed4b,float erfcf(float),@sdk/toolchain-or-transitive-runtime,disabled
88.3,Function,-,erfcl,0x0f62ed51,long double erfcl(long double),@sdk/toolchain-or-transitive-runtime,disabled
88.3,Function,-,erff,0x7c966448,float erff(float),@sdk/toolchain-or-transitive-runtime,disabled
88.3,Function,-,erfl,0x7c96644e,long double erfl(long double),@sdk/toolchain-or-transitive-runtime,disabled
88.3,Function,-,exit,0x7c967e3f,void exit(int),applications/services/rpc/rpc_app.h;lib/drivers/cc1101_regs.h;lib/libusb_stm32/inc/usb_dfu.h;lib/mbedtls/include/mbedtls/aes.h;lib/mbedtls/include/mbedtls/des.h;lib/mbedtls/include/mbedtls/ecp.h;lib/mlib/m-array.h;lib/mlib/m-bptree.h;lib/mlib/m-core.h;lib/mlib/m-deque.h;lib/mlib/m-dict.h;lib/mlib/m-list.h;lib/mlib/m-rbtree.h;lib/mlib/m-tuple.h;lib/mlib/m-variant.h;lib/stm32wb_hal/Inc/stm32wbxx_ll_cortex.h;lib/stm32wb_hal/Inc/stm32wbxx_ll_pwr.h;targets/furi_hal_include/furi_hal_nfc.h,disabled
88.3,Function,-,exp,0x0b887072,double exp(double),lib/libusb_stm32/inc/usb_hid.h,disabled
88.3,Function,-,exp10,0x0f665b73,double exp10(double),@sdk/toolchain-or-transitive-runtime,disabled
88.3,Function,-,exp10f,0xfc31ca39,float exp10f(float),@sdk/toolchain-or-transitive-runtime,disabled
88.3,Function,-,exp2,0x7c967ee4,double exp2(double),@sdk/toolchain-or-transitive-runtime,disabled
88.3,Function,-,exp2f,0x0f665bca,float exp2f(float),@sdk/toolchain-or-transitive-runtime,disabled
88.3,Function,-,exp2l,0x0f665bd0,long double exp2l(long double),@sdk/toolchain-or-transitive-runtime,disabled
88.3,Function,+,expansion_disable,0x5761482d,void expansion_disable(Expansion*),applications/services/expansion/expansion.h,supported
88.3,Function,+,expansion_enable,0x3b9938a0,void expansion_enable(Expansion*),applications/services/expansion/expansion.h,supported
88.3,Function,+,expansion_set_listen_serial,0xa4398c92,"void expansion_set_listen_serial(Expansion*, FuriHalSerialId)",applications/services/expansion/expansion.h,supported
88.3,Function,-,expf,0x7c967f18,float expf(float),@sdk/toolchain-or-transitive-runtime,disabled
88.3,Function,-,expl,0x7c967f1e,long double expl(long double),@sdk/toolchain-or-transitive-runtime,disabled
88.3,Function,-,explicit_bzero,0xb083a668,"void explicit_bzero(void*, size_t)",@sdk/toolchain-or-transitive-runtime,disabled
88.3,Function,-,expm1,0x0f666330,double expm1(double),@sdk/toolchain-or-transitive-runtime,disabled
88.3,Function,-,expm1f,0xfc32c996,float expm1f(float),@sdk/toolchain-or-transitive-runtime,disabled
88.3,Function,-,expm1l,0xfc32c99c,long double expm1l(long double),@sdk/toolchain-or-transitive-runtime,disabled
88.3,Function,-,fabs,0x7c96a7e1,double fabs(double),@sdk/toolchain-or-transitive-runtime,disabled
88.3,Function,-,fabsf,0x0f6ba467,float fabsf(float),@sdk/toolchain-or-transitive-runtime,disabled
88.3,Function,-,fabsl,0x0f6ba46d,long double fabsl(long double),@sdk/toolchain-or-transitive-runtime,disabled
88.3,Function,-,fclose,0xfd09cf21,int fclose(FILE*),@sdk/toolchain-or-transitive-runtime,disabled
88.3,Function,-,fcloseall,0x3dff327a,int fcloseall(),@sdk/toolchain-or-transitive-runtime,disabled
88.3,Function,-,fdim,0x7c96b585,"double fdim(double, double)",@sdk/toolchain-or-transitive-runtime,disabled
88.3,Function,-,fdimf,0x0f6d668b,"float fdimf(float, float)",@sdk/toolchain-or-transitive-runtime,disabled
88.3,Function,-,fdiml,0x0f6d6691,"long double fdiml(long double, long double)",@sdk/toolchain-or-transitive-runtime,disabled
88.3,Function,-,fdopen,0xfd1d8f41,"FILE* fdopen(int, const char*)",@sdk/toolchain-or-transitive-runtime,disabled
88.3,Function,+,felica_alloc,0x5fa5d6f3,FelicaData* felica_alloc(),lib/nfc/protocols/felica/felica.h,supported
88.3,Function,+,felica_calculate_mac_read,0xdb4b2c21,"void felica_calculate_mac_read(mbedtls_des3_context*, const uint8_t*, const uint8_t*, const uint8_t*, const uint8_t, const uint8_t*, uint8_t*)",lib/nfc/protocols/felica/felica.h,supported
88.3,Function,+,felica_calculate_mac_write,0x45127030,"void felica_calculate_mac_write(mbedtls_des3_context*, const uint8_t*, const uint8_t*, const uint8_t*, const uint8_t*, uint8_t*)",lib/nfc/protocols/felica/felica.h,supported
88.3,Function,+,felica_calculate_session_key,0x8451c301,"void felica_calculate_session_key(mbedtls_des3_context*, const uint8_t*, const uint8_t*, uint8_t*)",lib/nfc/protocols/felica/felica.h,supported
88.3,Function,+,felica_check_mac,0xddb0ceb6,"_Bool felica_check_mac(mbedtls_des3_context*, const uint8_t*, const uint8_t*, const uint8_t*, const uint8_t, uint8_t*)",lib/nfc/protocols/felica/felica.h,supported
88.3,Function,+,felica_copy,0x5ffe6aa3,"void felica_copy(FelicaData*, const FelicaData*)",lib/nfc/protocols/felica/felica.h,supported
88.3,Function,+,felica_crc_append,0xfe1c34f7,void felica_crc_append(BitBuffer*),lib/nfc/helpers/felica_crc.h,supported
88.3,Function,+,felica_crc_check,0x746e0d1d,_Bool felica_crc_check(const BitBuffer*),lib/nfc/helpers/felica_crc.h,supported
88.3,Function,+,felica_crc_trim,0x7fafbbfb,void felica_crc_trim(BitBuffer*),lib/nfc/helpers/felica_crc.h,supported
88.3,Function,+,felica_free,0x60001b0a,void felica_free(FelicaData*),lib/nfc/protocols/felica/felica.h,supported
88.3,Function,+,felica_get_base_data,0xd471817b,FelicaData* felica_get_base_data(const FelicaData*),lib/nfc/protocols/felica/felica.h,supported
88.3,Function,+,felica_get_device_name,0x164ed097,"const char* felica_get_device_name(const FelicaData*, NfcDeviceNameType)",lib/nfc/protocols/felica/felica.h,supported
88.3,Function,+,felica_get_ic_name,0xa71fba33,"void felica_get_ic_name(const FelicaData*, FuriString*)",lib/nfc/protocols/felica/felica.h,supported
88.3,Function,+,felica_get_uid,0x9e890849,"const uint8_t* felica_get_uid(const FelicaData*, size_t*)",lib/nfc/protocols/felica/felica.h,supported
88.3,Function,+,felica_get_workflow_type,0x5d3b6263,void felica_get_workflow_type(FelicaData*),lib/nfc/protocols/felica/felica.h,supported
88.3,Function,+,felica_is_equal,0x4d4b4d1b,"_Bool felica_is_equal(const FelicaData*, const FelicaData*)",lib/nfc/protocols/felica/felica.h,supported
88.3,Function,+,felica_load,0x60035808,"_Bool felica_load(FelicaData*, FlipperFormat*, uint32_t)",lib/nfc/protocols/felica/felica.h,supported
88.3,Function,+,felica_poller_activate,0x2a175ec6,"FelicaError felica_poller_activate(FelicaPoller*, FelicaData*)",lib/nfc/protocols/felica/felica_poller.h,supported
88.3,Function,+,felica_poller_read_blocks,0x72b6ef8e,"FelicaError felica_poller_read_blocks(FelicaPoller*, const uint8_t, const uint8_t* const, uint16_t, FelicaPollerReadCommandResponse** const)",lib/nfc/protocols/felica/felica_poller.h,supported
88.3,Function,+,felica_poller_sync_read,0x0df7f38d,"FelicaError felica_poller_sync_read(Nfc*, FelicaData*, const FelicaCardKey*)",lib/nfc/protocols/felica/felica_poller_sync.h,supported
88.3,Function,+,felica_reset,0x60d5bd6b,void felica_reset(FelicaData*),lib/nfc/protocols/felica/felica.h,supported
88.3,Function,+,felica_save,0x6006f5d7,"_Bool felica_save(const FelicaData*, FlipperFormat*)",lib/nfc/protocols/felica/felica.h,supported
