api_version,kind,status,name,name_hash,signature,source_owner,compatibility
88.3,Function,+,furi_thread_set_priority,0x32e52c9e,"void furi_thread_set_priority(FuriThread*, FuriThreadPriority)",@sdk/toolchain-or-transitive-runtime,supported
88.3,Function,+,furi_thread_set_signal_callback,0x0911e126,"void furi_thread_set_signal_callback(FuriThread*, FuriThreadSignalCallback, void*)",@sdk/toolchain-or-transitive-runtime,supported
88.3,Function,+,furi_thread_set_stack_size,0x67280fac,"void furi_thread_set_stack_size(FuriThread*, size_t)",@sdk/toolchain-or-transitive-runtime,supported
88.3,Function,+,furi_thread_set_state_callback,0x4dc74dc9,"void furi_thread_set_state_callback(FuriThread*, FuriThreadStateCallback)",@sdk/toolchain-or-transitive-runtime,supported
88.3,Function,+,furi_thread_set_state_context,0xc614f641,"void furi_thread_set_state_context(FuriThread*, void*)",@sdk/toolchain-or-transitive-runtime,supported
88.3,Function,+,furi_thread_set_stdin_callback,0x4a04b64a,"void furi_thread_set_stdin_callback(FuriThreadStdinReadCallback, void*)",lib/toolbox/pipe.h,supported
88.3,Function,+,furi_thread_set_stdout_callback,0x633d4e0b,"void furi_thread_set_stdout_callback(FuriThreadStdoutWriteCallback, void*)",lib/toolbox/pipe.h,supported
88.3,Function,+,furi_thread_signal,0xa4dde1cf,"_Bool furi_thread_signal(const FuriThread*, uint32_t, void*)",@sdk/toolchain-or-transitive-runtime,supported
88.3,Function,+,furi_thread_start,0xa02bb03f,void furi_thread_start(FuriThread*),@sdk/toolchain-or-transitive-runtime,supported
88.3,Function,+,furi_thread_stdin_read,0x9ae06d4e,"size_t furi_thread_stdin_read(char*, size_t, FuriWait)",@sdk/toolchain-or-transitive-runtime,supported
88.3,Function,+,furi_thread_stdin_unread,0xdc5cb2d1,"void furi_thread_stdin_unread(char*, size_t)",@sdk/toolchain-or-transitive-runtime,supported
88.3,Function,+,furi_thread_stdout_flush,0x29b5e115,int32_t furi_thread_stdout_flush(),@sdk/toolchain-or-transitive-runtime,supported
88.3,Function,+,furi_thread_stdout_write,0x2aec98fe,"size_t furi_thread_stdout_write(const char*, size_t)",@sdk/toolchain-or-transitive-runtime,supported
88.3,Function,+,furi_thread_suspend,0x5d7253b3,void furi_thread_suspend(FuriThreadId),@sdk/toolchain-or-transitive-runtime,supported
88.3,Function,+,furi_thread_yield,0xa0924b48,void furi_thread_yield(),@sdk/toolchain-or-transitive-runtime,supported
88.3,Function,+,furi_timer_alloc,0x66f03645,"FuriTimer* furi_timer_alloc(FuriTimerCallback, FuriTimerType, void*)",@sdk/toolchain-or-transitive-runtime,supported
88.3,Function,+,furi_timer_flush,0x674ad79c,void furi_timer_flush(),@sdk/toolchain-or-transitive-runtime,supported
88.3,Function,+,furi_timer_free,0x48f2d81c,void furi_timer_free(FuriTimer*),@sdk/toolchain-or-transitive-runtime,supported
88.3,Function,+,furi_timer_get_expire_time,0xfaf5ceb4,uint32_t furi_timer_get_expire_time(FuriTimer*),@sdk/toolchain-or-transitive-runtime,supported
88.3,Function,+,furi_timer_is_running,0x3dc9f1f6,uint32_t furi_timer_is_running(FuriTimer*),@sdk/toolchain-or-transitive-runtime,supported
88.3,Function,+,furi_timer_pending_callback,0xdfd4830b,"void furi_timer_pending_callback(FuriTimerPendigCallback, void*, uint32_t)",@sdk/toolchain-or-transitive-runtime,supported
88.3,Function,+,furi_timer_restart,0xf0a237ff,"FuriStatus furi_timer_restart(FuriTimer*, uint32_t)",@sdk/toolchain-or-transitive-runtime,supported
88.3,Function,+,furi_timer_set_thread_priority,0x28721e1e,void furi_timer_set_thread_priority(FuriTimerThreadPriority),@sdk/toolchain-or-transitive-runtime,supported
88.3,Function,+,furi_timer_start,0x683a2408,"FuriStatus furi_timer_start(FuriTimer*, uint32_t)",@sdk/toolchain-or-transitive-runtime,supported
88.3,Function,+,furi_timer_stop,0x48fa02e0,FuriStatus furi_timer_stop(FuriTimer*),@sdk/toolchain-or-transitive-runtime,supported
88.3,Function,-,fwrite,0xfe76ea16,"size_t fwrite(const void*, size_t, size_t, FILE*)",@sdk/toolchain-or-transitive-runtime,disabled
88.3,Function,-,fwrite_unlocked,0xf08ed9ea,"size_t fwrite_unlocked(const void*, size_t, size_t, FILE*)",@sdk/toolchain-or-transitive-runtime,disabled
88.3,Function,-,gamma,0x0f7deae8,double gamma(double),@sdk/toolchain-or-transitive-runtime,disabled
88.3,Function,-,gamma_r,0xe6a45199,"double gamma_r(double, int*)",@sdk/toolchain-or-transitive-runtime,disabled
88.3,Function,-,gammaf,0xff3b484e,float gammaf(float),@sdk/toolchain-or-transitive-runtime,disabled
88.3,Function,-,gammaf_r,0xbb2ea07f,"float gammaf_r(float, int*)",@sdk/toolchain-or-transitive-runtime,disabled
88.3,Function,-,gap_emit_ble_beacon_status_event,0x81b47f48,void gap_emit_ble_beacon_status_event(_Bool),@sdk/toolchain-or-transitive-runtime,disabled
88.3,Function,-,gap_extra_beacon_get_config,0xbfe004db,const GapExtraBeaconConfig* gap_extra_beacon_get_config(),@sdk/toolchain-or-transitive-runtime,disabled
88.3,Function,-,gap_extra_beacon_get_data,0xbf0f91bf,uint8_t gap_extra_beacon_get_data(uint8_t*),@sdk/toolchain-or-transitive-runtime,disabled
88.3,Function,-,gap_extra_beacon_get_state,0xa21b5666,GapExtraBeaconState gap_extra_beacon_get_state(),@sdk/toolchain-or-transitive-runtime,disabled
88.3,Function,-,gap_extra_beacon_init,0xe3ca231a,void gap_extra_beacon_init(),@sdk/toolchain-or-transitive-runtime,disabled
88.3,Function,-,gap_extra_beacon_set_config,0xf05ed267,_Bool gap_extra_beacon_set_config(const GapExtraBeaconConfig*),@sdk/toolchain-or-transitive-runtime,disabled
88.3,Function,-,gap_extra_beacon_set_data,0xd2258c4b,"_Bool gap_extra_beacon_set_data(const uint8_t*, uint8_t)",@sdk/toolchain-or-transitive-runtime,disabled
88.3,Function,-,gap_extra_beacon_start,0x5dc6a3d4,_Bool gap_extra_beacon_start(),@sdk/toolchain-or-transitive-runtime,disabled
88.3,Function,-,gap_extra_beacon_stop,0xe3cfb92c,_Bool gap_extra_beacon_stop(),@sdk/toolchain-or-transitive-runtime,disabled
88.3,Function,-,gap_get_state,0x9c540abc,GapState gap_get_state(),@sdk/toolchain-or-transitive-runtime,disabled
88.3,Function,-,gap_init,0xc13549b0,"_Bool gap_init(GapConfig*, const GapRootSecurityKeys*, GapEventCallback, void*)",@sdk/toolchain-or-transitive-runtime,disabled
88.3,Function,-,gap_start_advertising,0x539a2589,void gap_start_advertising(),@sdk/toolchain-or-transitive-runtime,disabled
88.3,Function,-,gap_stop_advertising,0xe31f0c21,void gap_stop_advertising(),@sdk/toolchain-or-transitive-runtime,disabled
88.3,Function,-,gap_thread_stop,0xe4d96e39,void gap_thread_stop(),@sdk/toolchain-or-transitive-runtime,disabled
88.3,Function,-,getc,0x7c974788,int getc(FILE*),lib/toolbox/cli/cli_command.h;lib/toolbox/pipe.h,disabled
88.3,Function,-,getc_unlocked,0xf61c779c,int getc_unlocked(FILE*),@sdk/toolchain-or-transitive-runtime,disabled
88.3,Function,-,getchar,0xf07241e3,int getchar(),lib/toolbox/cli/cli_command.h,disabled
88.3,Function,-,getchar_unlocked,0x20b24857,int getchar_unlocked(),@sdk/toolchain-or-transitive-runtime,disabled
88.3,Function,-,getenv,0xff8760ae,char* getenv(const char*),@sdk/toolchain-or-transitive-runtime,disabled
88.3,Function,-,gets,0x7c974798,char* gets(char*),lib/mjs/mjs_core_public.h;lib/pulse_reader/pulse_reader.h,disabled
88.3,Function,-,getsubopt,0xfc489dc2,"int getsubopt(char**, char* const*, char**)",@sdk/toolchain-or-transitive-runtime,disabled
88.3,Function,-,getw,0x7c97479c,int getw(FILE*),@sdk/toolchain-or-transitive-runtime,disabled
88.3,Function,+,gui_add_framebuffer_callback,0x26c9c382,"void gui_add_framebuffer_callback(Gui*, GuiCanvasCommitCallback, void*)",applications/services/gui/gui.h,supported
88.3,Function,+,gui_add_view_port,0xf4296c90,"void gui_add_view_port(Gui*, ViewPort*, GuiLayer)",applications/services/gui/gui.h,supported
88.3,Function,+,gui_direct_draw_acquire,0x837d8bda,Canvas* gui_direct_draw_acquire(Gui*),applications/services/gui/gui.h,supported
88.3,Function,+,gui_direct_draw_release,0xa4628371,void gui_direct_draw_release(Gui*),applications/services/gui/gui.h,supported
88.3,Function,+,gui_get_framebuffer_size,0x86914487,size_t gui_get_framebuffer_size(const Gui*),applications/services/gui/gui.h,supported
88.3,Function,+,gui_remove_framebuffer_callback,0x0b9a71c7,"void gui_remove_framebuffer_callback(Gui*, GuiCanvasCommitCallback, void*)",applications/services/gui/gui.h,supported
88.3,Function,+,gui_remove_view_port,0x0406a3f5,"void gui_remove_view_port(Gui*, ViewPort*)",applications/services/gui/gui.h,supported
88.3,Function,+,gui_set_lockdown,0xad4b0fd5,"void gui_set_lockdown(Gui*, _Bool)",applications/services/gui/gui.h,supported
88.3,Function,+,gui_view_port_send_to_back,0x4a3584e3,"void gui_view_port_send_to_back(Gui*, ViewPort*)",applications/services/gui/gui.h,supported
88.3,Function,+,gui_view_port_send_to_front,0x9138099b,"void gui_view_port_send_to_front(Gui*, ViewPort*)",applications/services/gui/gui.h,supported
88.3,Function,-,hci_send_req,0x3909ed29,"int hci_send_req(hci_request*, uint8_t)",@sdk/toolchain-or-transitive-runtime,disabled
88.3,Function,+,hex_char_to_hex_nibble,0xdfc741b8,"_Bool hex_char_to_hex_nibble(char, uint8_t*)",lib/toolbox/hex.h,supported
88.3,Function,+,hex_char_to_uint8,0xef195c40,"_Bool hex_char_to_uint8(char, char, uint8_t*)",lib/toolbox/hex.h,supported
88.3,Function,+,hex_chars_to_uint64,0xb9ed2145,"_Bool hex_chars_to_uint64(const char*, uint64_t*)",lib/toolbox/hex.h,supported
88.3,Function,+,hex_chars_to_uint8,0xcf54c2f3,"_Bool hex_chars_to_uint8(const char*, uint8_t*)",lib/toolbox/hex.h,supported
88.3,Function,-,hypot,0x0f9d3999,"double hypot(double, double)",@sdk/toolchain-or-transitive-runtime,disabled
88.3,Function,-,hypotf,0x03446d1f,"float hypotf(float, float)",@sdk/toolchain-or-transitive-runtime,disabled
88.3,Function,-,hypotl,0x03446d25,"long double hypotl(long double, long double)",@sdk/toolchain-or-transitive-runtime,disabled
88.3,Function,+,ibutton_key_alloc,0x02fdc01c,iButtonKey* ibutton_key_alloc(size_t),lib/ibutton/ibutton_key.h,supported
88.3,Function,+,ibutton_key_free,0x83fb0313,void ibutton_key_free(iButtonKey*),lib/ibutton/ibutton_key.h,supported
88.3,Function,+,ibutton_key_get_protocol_id,0xd3b6db6e,iButtonProtocolId ibutton_key_get_protocol_id(const iButtonKey*),lib/ibutton/ibutton_key.h,supported
88.3,Function,+,ibutton_key_reset,0x042da694,void ibutton_key_reset(iButtonKey*),lib/ibutton/ibutton_key.h,supported
88.3,Function,+,ibutton_key_set_protocol_id,0x7b10007a,"void ibutton_key_set_protocol_id(iButtonKey*, iButtonProtocolId)",lib/ibutton/ibutton_key.h,supported
88.3,Function,+,ibutton_protocols_alloc,0x364da078,iButtonProtocols* ibutton_protocols_alloc(),lib/ibutton/ibutton_protocols.h,supported
88.3,Function,+,ibutton_protocols_apply_edits,0x17203f8b,"void ibutton_protocols_apply_edits(iButtonProtocols*, const iButtonKey*)",lib/ibutton/ibutton_protocols.h,supported
88.3,Function,+,ibutton_protocols_emulate_start,0x1066b147,"void ibutton_protocols_emulate_start(iButtonProtocols*, iButtonKey*)",lib/ibutton/ibutton_protocols.h,supported
88.3,Function,+,ibutton_protocols_emulate_stop,0x6d1a643f,"void ibutton_protocols_emulate_stop(iButtonProtocols*, iButtonKey*)",lib/ibutton/ibutton_protocols.h,supported
88.3,Function,+,ibutton_protocols_free,0xea6247ef,void ibutton_protocols_free(iButtonProtocols*),lib/ibutton/ibutton_protocols.h,supported
88.3,Function,+,ibutton_protocols_get_editable_data,0x743c64ff,"void ibutton_protocols_get_editable_data(iButtonProtocols*, const iButtonKey*, iButtonEditableData*)",lib/ibutton/ibutton_protocols.h,supported
88.3,Function,+,ibutton_protocols_get_features,0xc8872eeb,"uint32_t ibutton_protocols_get_features(iButtonProtocols*, iButtonProtocolId)",lib/ibutton/ibutton_protocols.h,supported
88.3,Function,+,ibutton_protocols_get_id_by_name,0x64976af3,"iButtonProtocolId ibutton_protocols_get_id_by_name(iButtonProtocols*, const char*)",lib/ibutton/ibutton_protocols.h,supported
88.3,Function,+,ibutton_protocols_get_manufacturer,0xf67594b9,"const char* ibutton_protocols_get_manufacturer(iButtonProtocols*, iButtonProtocolId)",lib/ibutton/ibutton_protocols.h,supported
88.3,Function,+,ibutton_protocols_get_max_data_size,0xa7a46e25,size_t ibutton_protocols_get_max_data_size(iButtonProtocols*),lib/ibutton/ibutton_protocols.h,supported
88.3,Function,+,ibutton_protocols_get_name,0x876e31ad,"const char* ibutton_protocols_get_name(iButtonProtocols*, iButtonProtocolId)",lib/ibutton/ibutton_protocols.h,supported
88.3,Function,+,ibutton_protocols_get_protocol_count,0x91155806,uint32_t ibutton_protocols_get_protocol_count(),lib/ibutton/ibutton_protocols.h,supported
88.3,Function,+,ibutton_protocols_is_valid,0x663e19b8,"_Bool ibutton_protocols_is_valid(iButtonProtocols*, const iButtonKey*)",lib/ibutton/ibutton_protocols.h,supported
88.3,Function,+,ibutton_protocols_load,0xea6584ed,"_Bool ibutton_protocols_load(iButtonProtocols*, iButtonKey*, const char*)",lib/ibutton/ibutton_protocols.h,supported
88.3,Function,+,ibutton_protocols_read,0xea68a4a9,"_Bool ibutton_protocols_read(iButtonProtocols*, iButtonKey*)",lib/ibutton/ibutton_protocols.h,supported
88.3,Function,+,ibutton_protocols_render_brief_data,0x60ad4dad,"void ibutton_protocols_render_brief_data(iButtonProtocols*, const iButtonKey*, FuriString*)",lib/ibutton/ibutton_protocols.h,supported
88.3,Function,+,ibutton_protocols_render_data,0xa3251326,"void ibutton_protocols_render_data(iButtonProtocols*, const iButtonKey*, FuriString*)",lib/ibutton/ibutton_protocols.h,supported
88.3,Function,+,ibutton_protocols_render_error,0x07e2dc96,"void ibutton_protocols_render_error(iButtonProtocols*, const iButtonKey*, FuriString*)",lib/ibutton/ibutton_protocols.h,supported
88.3,Function,+,ibutton_protocols_render_uid,0x2bbb976e,"void ibutton_protocols_render_uid(iButtonProtocols*, const iButtonKey*, FuriString*)",lib/ibutton/ibutton_protocols.h,supported
88.3,Function,+,ibutton_protocols_save,0xea6922bc,"_Bool ibutton_protocols_save(iButtonProtocols*, const iButtonKey*, const char*)",lib/ibutton/ibutton_protocols.h,supported
88.3,Function,+,ibutton_protocols_write_copy,0x5b471532,"_Bool ibutton_protocols_write_copy(iButtonProtocols*, iButtonKey*)",lib/ibutton/ibutton_protocols.h,supported
88.3,Function,+,ibutton_protocols_write_id,0x1c0ee0c4,"_Bool ibutton_protocols_write_id(iButtonProtocols*, iButtonKey*)",lib/ibutton/ibutton_protocols.h,supported
88.3,Function,+,ibutton_worker_alloc,0x2163062d,iButtonWorker* ibutton_worker_alloc(iButtonProtocols*),lib/ibutton/ibutton_worker.h,supported
88.3,Function,+,ibutton_worker_emulate_set_callback,0x8168af86,"void ibutton_worker_emulate_set_callback(iButtonWorker*, iButtonWorkerEmulateCallback, void*)",lib/ibutton/ibutton_worker.h,supported
88.3,Function,+,ibutton_worker_emulate_start,0xb50cfbfc,"void ibutton_worker_emulate_start(iButtonWorker*, iButtonKey*)",lib/ibutton/ibutton_worker.h,supported
88.3,Function,+,ibutton_worker_free,0x46d74b04,void ibutton_worker_free(iButtonWorker*),lib/ibutton/ibutton_worker.h,supported
88.3,Function,+,ibutton_worker_read_set_callback,0x4f6fb455,"void ibutton_worker_read_set_callback(iButtonWorker*, iButtonWorkerReadCallback, void*)",lib/ibutton/ibutton_worker.h,supported
88.3,Function,+,ibutton_worker_read_start,0x7df45bab,"void ibutton_worker_read_start(iButtonWorker*, iButtonKey*)",lib/ibutton/ibutton_worker.h,supported
88.3,Function,+,ibutton_worker_start_thread,0x8b024ca7,void ibutton_worker_start_thread(iButtonWorker*),lib/ibutton/ibutton_worker.h,supported
88.3,Function,+,ibutton_worker_stop,0x46de75c8,void ibutton_worker_stop(iButtonWorker*),lib/ibutton/ibutton_worker.h,supported
88.3,Function,+,ibutton_worker_stop_thread,0x71e44b7f,void ibutton_worker_stop_thread(iButtonWorker*),lib/ibutton/ibutton_worker.h,supported
88.3,Function,+,ibutton_worker_write_copy_start,0x3e3c5ab4,"void ibutton_worker_write_copy_start(iButtonWorker*, iButtonKey*)",lib/ibutton/ibutton_worker.h,supported
88.3,Function,+,ibutton_worker_write_id_start,0x72b96286,"void ibutton_worker_write_id_start(iButtonWorker*, iButtonKey*)",lib/ibutton/ibutton_worker.h,supported
88.3,Function,+,ibutton_worker_write_set_callback,0x095f3064,"void ibutton_worker_write_set_callback(iButtonWorker*, iButtonWorkerWriteCallback, void*)",lib/ibutton/ibutton_worker.h,supported
88.3,Function,+,icon_animation_alloc,0xe941a557,IconAnimation* icon_animation_alloc(const Icon*),@sdk/toolchain-or-transitive-runtime,supported
88.3,Function,+,icon_animation_free,0x5c69acee,void icon_animation_free(IconAnimation*),@sdk/toolchain-or-transitive-runtime,supported
88.3,Function,+,icon_animation_get_height,0x164d8c44,uint8_t icon_animation_get_height(const IconAnimation*),@sdk/toolchain-or-transitive-runtime,supported
88.3,Function,+,icon_animation_get_width,0xdaf4df4b,uint8_t icon_animation_get_width(const IconAnimation*),@sdk/toolchain-or-transitive-runtime,supported
88.3,Function,+,icon_animation_is_last_frame,0x64394a45,_Bool icon_animation_is_last_frame(const IconAnimation*),@sdk/toolchain-or-transitive-runtime,supported
88.3,Function,+,icon_animation_set_update_callback,0x8f1f37a6,"void icon_animation_set_update_callback(IconAnimation*, IconAnimationCallback, void*)",@sdk/toolchain-or-transitive-runtime,supported
88.3,Function,+,icon_animation_start,0xea8b931a,void icon_animation_start(IconAnimation*),@sdk/toolchain-or-transitive-runtime,supported
88.3,Function,+,icon_animation_stop,0x5c70d7b2,void icon_animation_stop(IconAnimation*),@sdk/toolchain-or-transitive-runtime,supported
88.3,Function,+,icon_get_data,0x35badba6,const uint8_t* icon_get_data(const Icon*),@sdk/toolchain-or-transitive-runtime,supported
88.3,Function,+,icon_get_frame_count,0xc51f8e3f,uint32_t icon_get_frame_count(const Icon*),@sdk/toolchain-or-transitive-runtime,supported
88.3,Function,+,icon_get_frame_data,0xdf2fd110,"const uint8_t* icon_get_frame_data(const Icon*, uint32_t)",@sdk/toolchain-or-transitive-runtime,supported
88.3,Function,+,icon_get_height,0x997780e5,uint16_t icon_get_height(const Icon*),@sdk/toolchain-or-transitive-runtime,supported
88.3,Function,+,icon_get_width,0xee7243cc,uint16_t icon_get_width(const Icon*),@sdk/toolchain-or-transitive-runtime,supported
88.3,Function,-,ilogb,0x0fa82bd2,int ilogb(double),@sdk/toolchain-or-transitive-runtime,disabled
88.3,Function,-,ilogbf,0x04ada678,int ilogbf(float),@sdk/toolchain-or-transitive-runtime,disabled
88.3,Function,-,ilogbl,0x04ada67e,int ilogbl(long double),@sdk/toolchain-or-transitive-runtime,disabled
88.3,Function,-,index,0x0fa9159d,"char* index(const char*, int)",applications/services/gui/modules/button_menu.h;applications/services/gui/modules/button_panel.h;applications/services/gui/modules/menu.h;applications/services/gui/modules/submenu.h;applications/services/gui/modules/variable_item_list.h;lib/bit_lib/bit_lib.h;lib/digital_signal/digital_sequence.h;lib/flipper_application/plugins/plugin_manager.h;lib/infrared/signal/infrared_brute_force.h;lib/infrared/signal/infrared_error_code.h;lib/infrared/signal/infrared_signal.h;lib/libusb_stm32/inc/usb_cdci.h;lib/libusb_stm32/inc/usb_hid.h;lib/libusb_stm32/inc/usb_std.h;lib/libusb_stm32/inc/usbd_core.h;lib/mbedtls/include/mbedtls/aes.h;lib/mbedtls/include/mbedtls/ecp.h;lib/mjs/mjs_array_public.h;lib/mlib/m-array.h;lib/mlib/m-bptree.h;lib/mlib/m-core.h;lib/mlib/m-deque.h;lib/mlib/m-dict.h;lib/mlib/m-tuple.h;lib/nanopb/pb.h;lib/stm32wb_hal/Inc/stm32wbxx_ll_dma.h;lib/stm32wb_hal/Inc/stm32wbxx_ll_gpio.h;lib/stm32wb_hal/Inc/stm32wbxx_ll_tim.h;lib/subghz/environment.h;lib/subghz/registry.h;lib/toolbox/bit_buffer.h;lib/toolbox/simple_array.h;lib/toolbox/value_index.h;targets/f7/furi_hal/furi_hal_flash.h;targets/f7/furi_hal/furi_hal_interrupt.h,disabled
88.3,Function,-,infinity,0x6bd2120f,double infinity(),lib/mbedtls/include/mbedtls/ecp.h,disabled
88.3,Function,-,infinityf,0xe6145455,float infinityf(),@sdk/toolchain-or-transitive-runtime,disabled
88.3,Function,+,infrared_alloc_decoder,0xefcfe0cf,InfraredDecoderHandler* infrared_alloc_decoder(),lib/infrared/encoder_decoder/infrared.h,supported
88.3,Function,+,infrared_alloc_encoder,0x51c88b39,InfraredEncoderHandler* infrared_alloc_encoder(),lib/infrared/encoder_decoder/infrared.h,supported
88.3,Function,-,infrared_brute_force_add_record,0xf51111e5,"void infrared_brute_force_add_record(InfraredBruteForce*, uint32_t, const char*)",lib/infrared/signal/infrared_brute_force.h,disabled
88.3,Function,-,infrared_brute_force_alloc,0xb558fa49,InfraredBruteForce* infrared_brute_force_alloc(),lib/infrared/signal/infrared_brute_force.h,disabled
88.3,Function,-,infrared_brute_force_calculate_messages,0xa5eea903,InfraredErrorCode infrared_brute_force_calculate_messages(InfraredBruteForce*),lib/infrared/signal/infrared_brute_force.h,disabled
88.3,Function,-,infrared_brute_force_free,0x43912ba0,void infrared_brute_force_free(InfraredBruteForce*),lib/infrared/signal/infrared_brute_force.h,disabled
88.3,Function,-,infrared_brute_force_is_started,0x535e0d30,_Bool infrared_brute_force_is_started(const InfraredBruteForce*),lib/infrared/signal/infrared_brute_force.h,disabled
88.3,Function,-,infrared_brute_force_reset,0xb688e0c1,void infrared_brute_force_reset(InfraredBruteForce*),lib/infrared/signal/infrared_brute_force.h,disabled
88.3,Function,-,infrared_brute_force_send,0x43981668,"_Bool infrared_brute_force_send(InfraredBruteForce*, uint32_t)",lib/infrared/signal/infrared_brute_force.h,disabled
88.3,Function,-,infrared_brute_force_set_db_filename,0x1f927f4f,"void infrared_brute_force_set_db_filename(InfraredBruteForce*, const char*)",lib/infrared/signal/infrared_brute_force.h,disabled
88.3,Function,-,infrared_brute_force_start,0xb6a2e80c,"_Bool infrared_brute_force_start(InfraredBruteForce*, uint32_t, uint32_t*)",lib/infrared/signal/infrared_brute_force.h,disabled
88.3,Function,-,infrared_brute_force_stop,0x43985664,void infrared_brute_force_stop(InfraredBruteForce*),lib/infrared/signal/infrared_brute_force.h,disabled
88.3,Function,+,infrared_check_decoder_ready,0x9595c6f6,const InfraredMessage* infrared_check_decoder_ready(InfraredDecoderHandler*),lib/infrared/encoder_decoder/infrared.h,supported
88.3,Function,+,infrared_decode,0x8868a853,"const InfraredMessage* infrared_decode(InfraredDecoderHandler*, _Bool, uint32_t)",lib/infrared/encoder_decoder/infrared.h,supported
88.3,Function,+,infrared_encode,0x8b60ad7d,"InfraredStatus infrared_encode(InfraredEncoderHandler*, uint32_t*, _Bool*)",lib/infrared/encoder_decoder/infrared.h,supported
88.3,Function,+,infrared_free_decoder,0x0ed0b306,void infrared_free_decoder(InfraredDecoderHandler*),lib/infrared/encoder_decoder/infrared.h,supported
88.3,Function,+,infrared_free_encoder,0x70c95d70,void infrared_free_encoder(InfraredEncoderHandler*),lib/infrared/encoder_decoder/infrared.h,supported
88.3,Function,+,infrared_get_protocol_address_length,0x719b2466,uint8_t infrared_get_protocol_address_length(InfraredProtocol),lib/infrared/encoder_decoder/infrared.h,supported
88.3,Function,+,infrared_get_protocol_by_name,0x70d14a7a,InfraredProtocol infrared_get_protocol_by_name(const char*),lib/infrared/encoder_decoder/infrared.h,supported
88.3,Function,+,infrared_get_protocol_command_length,0x407bcb9f,uint8_t infrared_get_protocol_command_length(InfraredProtocol),lib/infrared/encoder_decoder/infrared.h,supported
88.3,Function,+,infrared_get_protocol_duty_cycle,0x14ffc5f4,float infrared_get_protocol_duty_cycle(InfraredProtocol),lib/infrared/encoder_decoder/infrared.h,supported
88.3,Function,+,infrared_get_protocol_frequency,0x1cb563d1,uint32_t infrared_get_protocol_frequency(InfraredProtocol),lib/infrared/encoder_decoder/infrared.h,supported
88.3,Function,+,infrared_get_protocol_min_repeat_count,0x8cef422b,size_t infrared_get_protocol_min_repeat_count(InfraredProtocol),lib/infrared/encoder_decoder/infrared.h,supported
88.3,Function,+,infrared_get_protocol_name,0x0778b100,const char* infrared_get_protocol_name(InfraredProtocol),lib/infrared/encoder_decoder/infrared.h,supported
88.3,Function,+,infrared_is_protocol_valid,0x8e9332ab,_Bool infrared_is_protocol_valid(InfraredProtocol),lib/infrared/encoder_decoder/infrared.h,supported
88.3,Function,+,infrared_reset_decoder,0x17dabf47,void infrared_reset_decoder(InfraredDecoderHandler*),lib/infrared/encoder_decoder/infrared.h,supported
88.3,Function,+,infrared_reset_encoder,0x79d369b1,"void infrared_reset_encoder(InfraredEncoderHandler*, const InfraredMessage*)",lib/infrared/encoder_decoder/infrared.h,supported
88.3,Function,+,infrared_send,0x9a9a8b99,"void infrared_send(const InfraredMessage*, int)",lib/infrared/worker/infrared_transmit.h,supported
88.3,Function,+,infrared_send_raw,0x35eeba02,"void infrared_send_raw(const uint32_t[], uint32_t, _Bool)",lib/infrared/worker/infrared_transmit.h,supported
88.3,Function,+,infrared_send_raw_ext,0xa315c092,"void infrared_send_raw_ext(const uint32_t[], uint32_t, _Bool, uint32_t, float)",lib/infrared/worker/infrared_transmit.h,supported
88.3,Function,-,infrared_signal_alloc,0x2d901617,InfraredSignal* infrared_signal_alloc(),lib/infrared/signal/infrared_signal.h,disabled
88.3,Function,-,infrared_signal_free,0xa44d05ae,void infrared_signal_free(InfraredSignal*),lib/infrared/signal/infrared_signal.h,disabled
88.3,Function,-,infrared_signal_get_message,0x5eadafd0,const InfraredMessage* infrared_signal_get_message(const InfraredSignal*),lib/infrared/signal/infrared_signal.h,disabled
88.3,Function,-,infrared_signal_get_raw_signal,0xf5d709d2,const InfraredRawSignal* infrared_signal_get_raw_signal(const InfraredSignal*),lib/infrared/signal/infrared_signal.h,disabled
88.3,Function,-,infrared_signal_is_raw,0xf2b3b591,_Bool infrared_signal_is_raw(const InfraredSignal*),lib/infrared/signal/infrared_signal.h,disabled
88.3,Function,-,infrared_signal_is_valid,0x6ebf9ef7,_Bool infrared_signal_is_valid(const InfraredSignal*),lib/infrared/signal/infrared_signal.h,disabled
88.3,Function,-,infrared_signal_read,0xa4536268,"InfraredErrorCode infrared_signal_read(InfraredSignal*, FlipperFormat*, FuriString*)",lib/infrared/signal/infrared_signal.h,disabled
88.3,Function,-,infrared_signal_read_body,0xe347ddf5,"InfraredErrorCode infrared_signal_read_body(InfraredSignal*, FlipperFormat*)",lib/infrared/signal/infrared_signal.h,disabled
88.3,Function,-,infrared_signal_read_name,0xe34e3808,"InfraredErrorCode infrared_signal_read_name(FlipperFormat*, FuriString*)",lib/infrared/signal/infrared_signal.h,disabled
88.3,Function,-,infrared_signal_save,0xa453e07b,"InfraredErrorCode infrared_signal_save(const InfraredSignal*, FlipperFormat*, const char*)",lib/infrared/signal/infrared_signal.h,disabled
88.3,Function,-,infrared_signal_search_by_index_and_read,0x85643f60,"InfraredErrorCode infrared_signal_search_by_index_and_read(InfraredSignal*, FlipperFormat*, size_t)",lib/infrared/signal/infrared_signal.h,disabled
